Iteration;X;Y;Action;Timestamp;
0;35;4;turnleft;0;
1;34,9128442572523;4,99619469809175;movefw;0;
2;34,8256885145047;5,99238939618349;movefw;0;
3;34,9128442572523;4,99619469809175;movebw;0;
4;34,8256885145047;5,99238939618349;movefw;0;
5;34,9128442572523;4,99619469809175;movebw;0;
6;34,8256885145047;5,99238939618349;movefw;0;
7;34,9128442572523;4,99619469809175;movebw;0;
8;34,8256885145047;5,99238939618349;movefw;0;
9;34,9128442572523;4,99619469809175;movebw;0;
10;34,8256885145047;5,99238939618349;movefw;0;
11;34,9128442572523;4,99619469809175;movebw;0;
12;34,8256885145047;5,99238939618349;movefw;0;
13;34,9128442572523;4,99619469809175;movebw;0;
14;34,8256885145047;5,99238939618349;movefw;0;
15;34,9128442572523;4,99619469809175;movebw;0;
16;34,8256885145047;5,99238939618349;movefw;0;
17;34,9128442572523;4,99619469809175;movebw;0;
18;34,8256885145047;5,99238939618349;movefw;0;
19;34,9128442572523;4,99619469809175;movebw;0;
20;34,8256885145047;5,99238939618349;movefw;0;
21;34,9128442572523;4,99619469809175;movebw;0;
22;34,8256885145047;5,99238939618349;movefw;0;
23;34,9128442572523;4,99619469809175;movebw;0;
24;34,8256885145047;5,99238939618349;movefw;0;
25;34,9128442572523;4,99619469809175;movebw;0;
26;34,8256885145047;5,99238939618349;movefw;0;
27;34,9128442572523;4,99619469809175;movebw;0;
28;34,8256885145047;5,99238939618349;movefw;0;
29;34,9128442572523;4,99619469809175;movebw;0;
30;34,8256885145047;5,99238939618349;movefw;0;
31;34,9128442572523;4,99619469809175;movebw;0;
32;34,8256885145047;5,99238939618349;movefw;0;
33;34,9128442572523;4,99619469809175;movebw;0;
34;34,8256885145047;5,99238939618349;movefw;0;
35;34,9128442572523;4,99619469809175;movebw;0;
36;34,8256885145047;5,99238939618349;movefw;0;
37;34,9128442572523;4,99619469809175;movebw;0;
38;34,8256885145047;5,99238939618349;movefw;0;
39;34,9128442572523;4,99619469809175;movebw;0;
40;34,8256885145047;5,99238939618349;movefw;0;
41;34,9128442572523;4,99619469809175;movebw;0;
42;34,8256885145047;5,99238939618349;movefw;0;
43;34,9128442572523;4,99619469809175;movebw;0;
44;34,8256885145047;5,99238939618349;movefw;0;
45;34,9128442572523;4,99619469809175;movebw;0;
46;34,8256885145047;5,99238939618349;movefw;0;
47;34,9128442572523;4,99619469809175;movebw;0;
48;34,8256885145047;5,99238939618349;movefw;0;
49;34,9128442572523;4,99619469809175;movebw;0;
